task_name,test_output_grid,hashed_output_grid,task_type,count
40853293.json,|00000000000000000000|00030000000000000000|00030000050000000000|02222222222222222000|00030000050000000000|00030000050000000000|00030000050000000000|00030007777777000000|00030000050000000000|00030000050000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000888888800000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00000000000000000000|,f653a56d417340d63ffd0440cdbc0bf7,training,1
31d5ba1a.json,|00000|66000|00666|,a1b980177abf2c68dc9d3d83c32addad,evaluation,1
3631a71a.json,|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000010000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000001000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|,990cd676ca62a0fe86dace530dc90c55,training,1
447fd412.json,|000000000000000000000|000000000010000000000|001000000010200000000|001020000011100000000|001110000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|011000011111111112220|011000011111111112220|011002211111111112220|011002200000000000000|011111100000000000000|011111100000000000000|000000000000000000000|000000000000000000000|,7fb66631a214fd89c6f0d5f39c5e15d0,training,1
2bee17df.json,|88888888888888|88883388833822|88803300033002|80003300033002|88803300033022|88003300033222|80333333333332|88333333333332|88333333333332|88333333333332|80333333333332|88333333333332|88020220033222|82222222222222|,5c1cd2057ceb872615912fcf48a33f78,training,1
e66aafb8.json,|493|355|599|444|,24489b11354011ba8ad45751bf357394,evaluation,1
e6de6e8f.json,|0003000|0002000|0002200|0000200|0000200|0000200|0002200|0000200|,5f13a1dc06eca36c9e217412a8505bbf,evaluation,1
a04b2602.json,|000002000000111121333333300|000000000000121111113333300|000333333111111111213333300|000333111121011121113333302|001113121111211211333333300|001213111330011113333333300|001111113330033333333333300|000331213330031113333331110|000311113330031213333331210|000312213330031113333331110|000311113330000000220000000|000000000000000000200000000|000000000000033331111100000|020000000000033331212100000|000000000200111111111100000|000200000002121221333300020|,85fb30805d7dbd727442a8d8b48ca4ec,evaluation,1
ff72ca3e.json,|00000000000000000000|00000000000000000000|00000000000000050000|00000000000000000000|00000222000000000000|00000242000000000000|00000222000000000000|00000000000000500000|00000000000000000000|00000000000000000000|00000000000000000000|00050000000000000000|00000000000000000000|00000000000002222200|00000000000002222200|00000000005002242200|00000000000002222250|00000000000002222200|00000000000000000000|05000000500000500000|00000000000000000000|00000000000000000000|00000000000000000000|00022222000000000000|00022222000000000000|00022422000000000000|00022222000000000000|05022222000000050000|00000000000000000000|00000000000000000000|,b5520e08ff52f088929277f2fbeba997,evaluation,1
e41c6fd3.json,|000000000000000000000000000000|000000000000000000000000000000|000000000000004444400000000000|000000000000000040000000000000|000000000000000444000000000000|000000000000004444400000000000|000000000000000040000000000000|000000000000000000000888880000|000000000000000000000008000000|003333300000000000000088800000|000030000000000000000888880000|000333000000000000000008000000|003333300111110000000000000000|000030000001000000000000000000|000000000011100000000000000000|000000000111110000000000000000|000000000001000000000000000000|,aaba6c963880f1a26e2f6fd8cde55e64,evaluation,1
1da012fc.json,|00000000|03000400|00000000|00000000|00080000|00000000|00000000|01000600|00000000|00000000|,3db04b84346e40edc50f322f3f20e22a,evaluation,1
ce039d91.json,|0100000010|0000500000|0000500000|0500000500|0000110000|0000010000|0101111010|0000110000|0001111100|0011111000|,0a9efffafcf8fdf1e690a2926f325a50,evaluation,1
47c1f68c.json,|3000000000003|0333333333330|0300000000030|0300000000030|0300000000030|0300000000030|0300000000030|0300000000030|0300000000030|0300000000030|0300000000030|0333333333330|3000000000003|,03cf3f34d5041a2704f659e0557c2444,training,1
5117e062.json,|000022222222|000022222222|000022222222|000022222222|222222222222|222222222222|222222222222|222222222222|000022222000|000022222000|000022222000|000022222000|,c5022248f8b08b67c3ab5ae60149f012,training,1
2a5f8217.json,|0000001100000|0020011101100|0222001011100|0000000001000|0000007000000|0040077700000|0440007000020|0040000000222|0000004000000|0000044000070|0080004000777|8080000000070|8000000000000|,b8da01008887261cc01ec67a933d6051,evaluation,1
9c56f360.json,|088888808|888008808|088088008|083300000|080833000|833000000|338088000|088800000|080808880|,07bd2dc9f998fad8ab9a761cffb75c0c,evaluation,1
ac3e2b04.json,|002000020002000020|033300020011100020|132311121112111121|033300020011100020|002000020002000020|002000020002000020|002000020002000020|002000020002000020|002000020002000020|002000020002000020|002000020002000020|011100020033300020|112111121132311121|011100020033300020|002000020002000020|002000020002000020|,92e760153917db272c7b04dd39146924,evaluation,1
67a423a3.json,|000000005000|000000005000|000000005000|000000005000|000000005000|000000000000|333333335333|000000000000|000000005000|000000005000|000000005000|000000005000|,2c475431dccb5845a1f7ce3183b5563b,training,1
10fcaaa3.json,|03008|88888|88888|00038|88888|03008|,b3fb88c2dbc2d803dd2b0400cd33b242,training,1
b4a43f3b.json,|000000|100000|001000|060000|000060|000000|001000|000060|000000|000010|060202|000000|000202|,bc4a007152afa3d60c3524120b5b4c82,evaluation,1
d406998b.json,|00050005050050300|30300500300300050|05003030005003003|,f063461a8a32547ee486be6b65565f32,training,1
319f2597.json,|45759231786902425127|91755127191700472958|91869476955500484785|42955282779600983392|19238431134600112646|14356111167300835629|77192469155802224212|29612948278200322477|42668921324500748521|32489895216802579185|13727352393202179857|00000000202000000000|00022020000000000000|37759874229500867667|69563757989500423326|28535671474400134447|78479578746800314197|45994557985800283724|16143654174700595499|29267899645800436395|,2982691f41feffc23498f6486997c908,evaluation,1
d492a647.json,|55555555555050050|05500000000000055|05500000000000055|50500000000000000|05500000000000005|05000000000000050|55500000000000050|55500000000000055|55500000000000050|55500000200000005|05500000000000005|55500000000000055|00555505055555550|05500000550550555|00500505005055005|,9c680bcce93ecd50687611548de28f02,evaluation,1
dbc1a6ce.json,|000000018818881000000|001000000080000000000|000000000010000000000|000000000080000000010|000000000180000000000|010000000880000000000|000000100880000000000|010000000880000000000|000000000810000000000|000000000801000000000|000000000800010000000|000000000800000000000|000000000100000000000|000000000000000000000|000000188888888100000|000000000000000000000|010000000000000000000|080000000000000000000|018100000000000000000|,0b71fe3626dda4272f9f3da82ee415c4,training,1
f9d67f8b.json,|488857417516111111136157147588|448875147761111111141677415788|884841578675111111145768751484|864414756877111111167786574144|855348883446111111116443888435|583544884362111111122634884453|538568484611111111131164848658|355888446281111111151826448885|778634463223116336113223644368|576843622331113663111332263486|167746184232638888362324816477|615762112488868888633242112675|344682354888821331237884532864|436268538488833223328748358626|461184828748423223248478284811|628148687884242332424887161411|628148687884242332424887111111|461184828748423223248471111111|436268538478233223328741111111|344682354887321331237884111111|615762112423368888633242111111|167746184232638888362324111111|576843622331883663881332111111|778634463223886336883223644361|355888446281532882351826448885|538568484611358668531164848658|583544884362284884822634884453|855348883446868448686443888435|864414756877621111267786574144|884841578675461881645768751484|,fa64e2ba0bfbc7593fb98254047b7f49,evaluation,1
fcb5c309.json,|11111111|10000001|10000001|10101001|10000001|10000001|10000001|11111111|,02747eb9d499de8ef9dc5aeb747abf1d,training,1
746b3537.json,|555555555|555555555|555555555|123845555|,53a677317ed0282f9d0a598ab3562bf6,training,1
1d398264.json,|0600100100|0060101000|0006110000|6666711111|0003310000|0030301000|0300300100|3000300010|0000300001|0000300000|,f5032922b343f98344e80c2806dddd0a,evaluation,1
82819916.json,|0000000000|2212121121|0000000000|8838838883|0000000000|0000000000|1141141141|0000000000|0000000000|6686686686|0000000000|1161161161|0000000000|0000000000|,492500c6cf0fe5cb44d9474aae642d8f,training,1
74dd1130.json,|900|908|089|,64f9543ec5353741694b463df86559cc,training,1
dc433765.json,|00000000000|00000000000|00030000000|00000000000|00000000000|00000000000|00000000000|00000000000|00040000000|00000000000|00000000000|,fd82db46df067aefff4a3c17549af0c6,training,1
f9012d9b.json,|000|000|818|,1588a62796f4afb89d6e39a20b19e5d0,training,1
58743b76.json,|03000000000088|00010001010088|00010000000088|00000000001088|00000000100088|00007000000088|07000000000088|70000700100088|00000000000088|00007000004088|00000007700088|07000000000088|88888888888831|88888888888874|,d231933cd988dabae05a9d7613802380,evaluation,1
3af2c5a8.json,|3000|0003|3300|,9ea9ed2b0c57e15ca3a010dabdc6b99a,training,1
75b8110e.json,|5966|5455|4555|5900|,def8727e4ec2a14cb7c4ae15f4e96fee,training,1
a59b95c0.json,|432432|414414|212212|432432|414414|212312|,a9668bfa1fb0741783cd7572b3917de6,evaluation,1
e88171ec.json,|700000000000000000000|700777770770777000000|700777770770777000000|700777000770777000000|700777777770007000000|700777777777777000000|700000000000000000000|700777777777777700000|000777777777777700000|700000000000000000000|700000008888800000000|700000008888800000000|700000008888800000000|000000000000000000000|007777077777770000000|007777000077770000000|000000000000000000000|000000000000000000000|000000000000000000000|000777770777777700000|000777770000077700000|,598c032d9e56bb21db02d57a53cbfb50,evaluation,1
94133066.json,|0000000000|0800000060|0003000000|0003300000|0000030000|0000030000|0000030000|0000330000|0033330000|0000003300|0000003000|0000000040|0000000000|,77cd07d03f8a9f4535a15db12ed07919,evaluation,1
9356391f.json,|3208100000000000|5555555555555555|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|2222222000000000|2111112000000000|2133312000000000|2136312000300000|2136312000000000|2133312000000000|2111112000000000|2222222000000000|0000000000000000|,a1423d350488bbd5cd97c1499f9a9fb0,evaluation,1
f25ffba3.json,|0000|0000|0000|0000|0000|2000|2100|2130|2134|2134|,4806843d80f4625402a0fb71fcdd41e7,training,1
feca6190.json,|00000000000|00000000060|00000000670|00000006780|00000067890|00000678900|00006789000|00067890000|00678900000|06789000000|,0753fd2934a2afa0bf0ed77dbd997481,training,1
506d28a5.json,|33303|03033|33333|03330|,5064b030b2b2bac100ddad13fde757bb,evaluation,1
a406ac07.json,|3300000003|3300000003|0044000009|0044000004|0000460004|0000660006|0000000006|0000009909|0000005977|3346669977|,770bb14784eb8e1cc8df691a1cd1f47f,evaluation,1
ac2e8ecf.json,|000000000000000|000000000000200|000333000022222|080303000000200|888333000000200|080000000000000|080088880011111|000080080010001|000088880010001|000000000010001|010000000011111|111000000000000|010000000000000|000000000000000|000000000000000|000000000000000|,74615e659295ab82bcfa17b96f64a293,evaluation,1
2c737e39.json,|0000000000|0000022330|0000015338|0000000000|0000000000|0000000000|0000000000|0000000000|0005000000|0223300000|0103388000|,d08438a7a3d33fa3e55d66e33e8be914,evaluation,1
b91ae062.json,|010|087|990|,98fadfc7d6b750e0fe172e718d13b4cb,training,1
6aa20dc0.json,|3333333333333333333333|3333333333444333333333|3333333333444333333333|3333333333444333333333|3333333433333000333333|3333330333333000333333|3333313333333000333333|3333333333333333111333|3333333333333333111333|3333333333333333111333|3333333333333333333333|3333333333333333333333|3333333333333333333333|3133333333333331133333|3303333333333331133333|3334333333333003333333|3333333333333003333333|3333333333344333333333|3333333333344333333333|3333333333333333333333|3333333333333333333333|3333333333333333333333|,837754fb500ebcaa1cdddde79b0203fe,training,1
62b74c02.json,|38833333333883|21123333332112|13313333331331|21123333332112|,f1f95241c9f28ede3c30b82bd64fc7d6,evaluation,1
780d0b14.json,|4444444448888888883333333333|4444444448888888883333333333|4444444448888888883333333333|4444444448888888883333333333|4444444448888888883333333333|4444444448888888883333333333|4444444448888888883333333333|4444444448888888883333333333|4444444448888888883333333333|4444444448888888883333333333|4444444448888888883333333333|1111111112222222228888888888|1111111112222222228888888888|1111111112222222228888888888|1111111112222222228888888888|1111111112222222228888888888|1111111112222222228888888888|1111111112222222228888888888|1111111112222222228888888888|1111111112222222228888888888|1111111112222222228888888888|1111111112222222228888888888|1111111112222222228888888888|,be2a65e81cd66e1b250c9e55cbde5f70,training,1
29700607.json,|00048500000|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|40500000000|00000000000|00000000005|00000000000|,685f473f16427bee61ab7bd1ebddb25c,evaluation,1
7c9b52a0.json,|02003|22444|00666|,30ea8c1c8bbe5e50823cb761c6a9a813,evaluation,1
ce9e57f2.json,|000000000|020000000|020200000|020200000|020200020|020200020|080200080|080802080|080808080|,acb172ac6ed16d0609ae31722bb85297,training,1
e0fb7511.json,|1118811111881|8111811111188|1188811811818|8111111118181|8111111111111|1818111111818|1881811111118|1818111188818|1111118111818|1818811118818|8118111181811|1111811111818|1111118181111|,693f902663d4e674fe244e79382c642e,evaluation,1
27a77e38.json,|912849821|443127679|216978436|986342917|555555555|000000000|000000000|000000000|000000400|,46b29a04c9aa49a110e90c00dac357f8,evaluation,1
f35d900a.json,|000000000000000|000000000000000|000000000000000|011100000004440|014150505054140|011100000004440|005000000000500|000000000000000|005000000000500|000000000000000|005000000000500|000000000000000|005000000000500|000000000000000|044400000001110|041450505051410|044400000001110|000000000000000|,2edc6706dfa1d44c50623bd72f2c22b8,training,1
eb5a1d5d.json,|333333333|388888883|388888883|388888883|388828883|388888883|388888883|388888883|333333333|,2883121ca042ee715b76dbcede97af08,training,1
b8cdaf2b.json,|000000000|000000000|000000000|000000000|000000000|000000000|222000222|000888000|888222888|,0b801cc8cea578f8e54f78aa5f9665ab,training,1
ed74f2f2.json,|222|202|202|,bd1e9e3569aa193021a67985b48aab92,evaluation,1
d017b73f.json,|02110300055|22013300005|00010000000|,b91215f4a526b507fc9b84fa9c7115db,evaluation,1
34b99a2b.json,|0000|0022|2202|2200|0200|,b9b0a229722e3f23947848d5992860fb,evaluation,1
c48954c1.json,|886333333|636886633|688886688|666336688|666336633|888868868|888868868|333336633|333336633|,da8f65422a0ec7883a2b20b22f7fb5d8,evaluation,1
f1cefba8.json,|000000800080000000|000000800080000000|000000800080000000|011111111111111000|011111111111111000|011888888888811000|011888888888811000|011881811188811000|011881811188811000|811888888888811888|011881811188811000|011881811188811000|011888888888811000|011888888888811000|011111111111111000|011111111111111000|000000800008000000|000000800008000000|000000800008000000|,8601c64dd1ea53f6cdcb9aa5b03bed3c,training,1
a096bf4d.json,|00000000000000000000000000|05555055550555505555055550|05225052450523505225052250|05585055850558505585055850|05555055550555505555055550|00000000000000000000000000|05555055550555505555055550|05225052450522505225052250|05525055250552505585055250|05555055550555505555055550|00000000000000000000000000|05555055550555505555055550|05225052450522505225052250|05525055250552505525055250|05555055550555505555055550|00000000000000000000000000|05555055550555505555055550|05225052450522505225052250|05585055250552505585055250|05555055550555505555055550|00000000000000000000000000|05555055550555505555055550|05625052450523505625052350|05525055250552505525055250|05555055550555505555055550|00000000000000000000000000|,1469f8f7128a2be7746bca67ddb751c6,evaluation,1
bb52a14b.json,|0080008000001001000080|0001001881000088000100|0080088000181008000100|0880800000000004140000|0010001000100008840000|0008000000018014840000|0000000000000010100000|0000100000000010000800|0100484000000080000008|8000488080000080010810|0000414000000000080000|0800011001010000000108|0000001000000000000100|0100000000000000000800|0088800081000000000000|0000000000000800484000|1880000000000880881080|0800810000000100444088|0000000000008000000010|0088000000000100108100|0000000000100001000000|0000000008010808101000|,6c3bff5e8640d0316d867a3fc6f5b349,evaluation,1
3e980e27.json,|0000888001000|0010038012000|0120080011000|0110000000000|0000000000000|0000000088800|0000000003800|0000000008000|0001000000000|0002108880000|0001100380000|0000000800000|0000000000000|,a399fbca82725380729d9c023ae3c5bf,training,1
1bfc4729.json,|7777777777|7000000007|7777777777|7000000007|7000000007|8000000008|8000000008|8888888888|8000000008|8888888888|,4587707ba83116ed2b8126fc12fa9d77,training,1
662c240a.json,|644|464|464|,814866d22fa4c98adc2012d705c1810d,training,1
2a5f8217.json,|0000008800000|0010088801100|0111008011100|0000000001000|0000001000000|0040011100000|0440001000020|0040000000222|0000001000000|0001011000060|0010001000666|8010000000060|8000000000000|,31bf46f82c0fd970098e7c3e0f86d587,evaluation,1
8403a5d5.json,|1010000000|1010000000|1010000000|1010000000|1010000000|1010000000|1010000000|1010000000|1010000000|1510000000|,9d216853b55dc8d2e36fef9c855b76d9,training,1
896d5239.json,|001110010001001010|101311010100111110|001110000011101100|030103101101031003|011010100111103030|011110110110111310|001100000111100000|101101001010011010|110111100010110000|130011010300000000|013000113011010010|000301130100111010|003110300101011000|011001131011111010|111110101100000101|,f900246b11a0aec121ca8e6d32ddbbab,evaluation,1
1190e5a7.json,|555555|555555|555555|555555|,0e23d4ab277d46780beb72fd800078dc,training,1
22168020.json,|0000000000|4004033000|0440733307|0440030070|0000337700|0000007700|0300003000|0030030000|0003300000|0003388000|,a97da10425b58bae72b566802b90c2ef,training,1
e9b4f6fc.json,|113111|133311|188811|177711|117111|111111|,38873b496789daf876cbb9060c0fcd73,evaluation,1
12422b43.json,|5044400|5008000|5006000|0022000|0044400|0008000|0006000|0022000|0044400|0008000|,f4ba384fa73fb908d351cdfa5dfaaf6c,evaluation,1
f2829549.json,|000|333|000|300|,a56f728c3f278be3ea12fba60e7117fe,training,1
3345333e.json,|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000500050000|0000005555555000|0000055000005500|0000055555555500|0000000005000000|0000055555555500|0000005505055000|0000000500050000|0000000000000000|0000000000000000|0000000000000000|,1acca5376b30da2198ad2149d7330b6e,training,1
e98196ab.json,|00000000067|55555555555|00000670000|55555555555|00000070000|55555555555|60006060000|55555555555|60006700006|55555555555|60760000000|,bfb7cced59cc81b5f43e02044ad5588f,training,1
54db823b.json,|000000000333330|003333930393330|003933330333330|003333390333330|000000000333330|333330000339330|393930000000000|333330000000000|393930339930000|339330333330000|333330393930000|000000333330000|339300000000000|393900000000000|933300000000000|,08550d77e23922fe821470ee78c78445,evaluation,1
5af49b42.json,|953400000000000000|000000002138000000|000000000000000000|000953400000000000|000000000000000000|000000000004567000|000000000000000000|000000000000000000|000000000000000000|000000213800000000|000000000000000000|000000000000021340|000000000000000000|045670000000000000|000000000000000000|000000000000000000|213800000000004567|,2a175f27aa98dfbd0095f6db7eec7bee,evaluation,1
4acc7107.json,|0000000000|0000000000|0000000000|0000000000|0000000222|3330000222|0000000000|0033002222|3333000002|0030000222|,aef00a54d2a0530ccd528f03389e73ea,evaluation,1
7d419a02.json,|00000000000000000000|08844404488044440880|08844444488444444880|00000000000000000000|08888044488044488880|08888404488444488880|00000000000000000000|08888884488448888880|08880884480448888880|00000000000000000000|08888808866088880080|08888888866808888880|00000000000000000000|08888880088448800880|08888884488448888800|00000000000000000000|08888444488444488080|08880440088044488080|00000000000000000000|08844444488444044880|08844444488444444880|00000000000000000000|00444444488444444440|04444444488444404440|00000000000000000000|,14f3861052dc772169b62b9fa54bd076,evaluation,1
cb227835.json,|00000000000000|08000000000000|03300000000000|03030000000000|03003000000000|03000300000000|00300030000000|00030003000000|00003000300000|00000300030000|00000030030000|00000003330000|00000000800000|,c14bb3d468e4ca67fa9b15ff7fdf73c0,evaluation,1
3391f8c0.json,|00000000000000|00505005050000|00050000500000|00555005550000|00000000000000|00666005050000|00606000500000|00006005550000|00000000000000|00000000000000|00000000000000|,be15213635e0b87799386ba30595471a,evaluation,1
891232d6.json,|0070070000000000000070060|0000000000000700000070060|0070000000007070000000060|0000000707070007007778760|0070000007070077000004680|0000000000000000000006000|0077770007000000000006000|0000000070007770000006000|0000000000000000000006000|0000000000000007877776000|0000000000000070466668000|7000000000000000600000000|0070000777700000600070000|0000070000000000600000000|7000000000000087600000000|0000000000000046800000000|0007000000000060000000000|0000000077770060700000070|0000070000000060000000700|0000000000700060000000000|0000000000000060000000000|0700000000000060707077770|0000007000000060000000000|0000000000070060007000000|0000000000000060700000000|0000000000000060000070000|0060000607000070006007000|,fedb1535f4ecf819c071c18219c1f583,evaluation,1
94133066.json,|1111111111|1111111181|1111113111|1111113311|1111131111|1111131111|1111131111|1111331111|1111333311|1133111111|1113111111|1411111121|1111111111|,80b6311a81dba2b1be6652b3a7705eec,evaluation,1
0c786b71.json,|8758|8877|5855|,6712ba637f50fd0940ce3b5d3fd4e16f,evaluation,1
a740d043.json,|12|23|,bde46c070f7203d854f8841fd1f6bfc0,training,1
f8be4b64.json,|0002008000000400000|0002008000000400000|0002003000000400000|8882838308888300000|0002003404443434444|0002008000000310000|0002008000000410000|0002008000000410000|0002008000000410000|0002008030000410000|0002008303000410000|0002008030000430000|1112118111111313111|0003008000000030000|2232328222222212222|0003008000000010000|0002008000000010000|0002008000000010000|0002008000000010000|,247137c66b0dbae149f6493b54b1d680,evaluation,1
dc2aa30b.json,|21202120221|12201220121|21202120212|00000000000|11201110111|12101110112|12101110111|00000000000|21202120212|12101210211|11201220212|,c3bbc3c322f006d76156ffdfb61fb53e,evaluation,1
73ccf9c2.json,|00000|00000|00000|80000|,d6c93834e63c3d312e24975e3424b334,evaluation,1
d364b489.json,|7160000001|0800000208|0002007160|0071600800|0008000000|2000000200|1600007160|8000000800|0000200000|0007160000|,c27a1081e2296487549ac9b3c021f219,training,1
3631a71a.json,|807077110306080000806030117707|080077113366880000886633117700|002011080677000660007760801102|000011806677006006007766081100|771100060800660000660080600011|771105668800660000660088665011|110806200006005555006000026080|118066020060005005000600706608|030608000000603003060000008060|336688000605000330005060008866|067700060000300660030000600077|667700600500036666300050060077|080066006030043003400306006600|880066000003400000043000006600|000600553006302002036003550060|006000500366000220006630050006|006000500366000220006630050006|000600553006302002036003550060|880066000003400000043000006600|080066006030043003400306006600|667700600500036666300050060077|067700060000300660030000600077|336688000605000330005060008866|030608000000603003060000008060|118066020060005005000600206608|110806200006005555006000026080|771105668800660000660088665011|771100060800660000660080600011|000011806677006006007766081100|702011080677000660007760801102|,e710c2cc97aa98736c7775622b3e8ca1,training,1
8b28cd80.json,|606|606|606|,2800e866ecc36212878949876e36f9d8,evaluation,1
3e980e27.json,|0000010001000|0010130012000|0120110011000|0110000000000|0000000000000|0000000088800|0000000003800|0000000008000|0011100000000|0002101110000|0001000310000|0000000100000|0000000000000|,1962d5df62cb1b68f51dd9ac8ac870e2,training,1
25ff71a9.json,|20000000000000|20000000000000|20000000000000|20000000000000|20000000000000|20000000000000|20000000000000|20000000000000|20000000000000|20000000000000|20000000000000|20000000000000|20000000000000|00000000000000|,83530b633b59b9b8cdf8007dc572cd6e,training,1
e78887d1.json,|020033001100550|222003000100005|020033301110550|,1b811bf028912225c815b006682757a2,evaluation,1
66f2d22f.json,|000|000|230|,3a07917f087dd0591e410cb0096bff3a,evaluation,1
2037f2c7.json,|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000008|8000000000000000000000008|8800000000000000000000008|8800000000000000000000088|8800000000000000000000088|8000000000000000000000088|8000000000000000000000008|8080000000000000000000008|8800000000000000000000808|0000000000000000000000080|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|,4771b25688fee6325fb711456e55fed5,evaluation,1
ff805c23.json,|00880|08008|88888|80888|88888|,db270f46b3327abf95f9a2d537720632,training,1
2204b7a8.json,|5300000004|5000030034|5010000004|5013000004|5010003004|5013000004|5010000004|5010300004|5030003004|5999999999|,c182c72787ba0adab34843474a6bae57,training,1
aab50785.json,|000|000|000|,44dfd9605050f159e1f6faaf3f841861,evaluation,1
e345f17b.json,|0004|0044|0404|4004|,1c7a27033c77a11098eb5ecce0421943,evaluation,1
48f8583b.json,|000797000|000779000|000979000|797000000|779000000|979000000|000797000|000779000|000979000|,bfe9f45dd2ea8679a958d96cfd70bd28,evaluation,1
3391f8c0.json,|00000000000000|00666006660000|00606006060000|00606000060000|00000000000000|00505006660000|00050006060000|00555000060000|00000000000000|00000000000000|00000000000000|,8ec42be57345c7b736c90abb33756bbf,evaluation,1
0692e18c.json,|033|033|300|,bc2af1a10b5e892782e844be3e18afa2,evaluation,1
8e5a5113.json,|299|993|993|,f7f88e81e70f80e6a550a9e4f4823ce4,training,1
2dd70a9a.json,|8888000008800|8000082200000|0800880000000|0080000080008|0080008000008|0008000080800|0000000000800|8083333330800|0880080000800|0000008800000|0880000000000|0008000000000|0000000000080|,475861e5384ff422e9145e463270d1c1,training,1
b20f7c8b.json,|0000000000000000888888|0222220013333000883838|0222220031433000883338|0222220034143000883838|0222220034413000888888|0222220033331000888888|0000000000000000844888|0000000000000000848488|0555550066666000844888|0555550066666000888868|0555550066666000888666|0555550066666000888868|0555550066666000888888|0000000000000000858588|0000000000000000885588|0000000000000000858588|0000000000000000888888|0000000000000000888888|,ec3a5d6b490701cdc1619f8d029cf838,evaluation,1
673ef223.json,|000000000000|200000000000|288888884000|288888840000|200000000000|288840000000|200000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000002|000000000002|000000000002|000000000002|000000000002|000000000002|000000000000|,d4ab0d6b7118b73347c94812d39ed000,training,1
77fdfe62.json,|033040|333040|003040|070550|770505|070050|,71d73fca20b6408fc9fd00a776437a2e,training,1
6d0160f0.json,|00050005000|00050005000|00050005000|55555555555|00050005090|00050005004|00050005700|55555555555|00050005000|00050005000|00050005000|,714a4b6a9dddf32f14dde39dcfde54fc,training,1
85b81ff1.json,|66066066066066|60066060066066|66066066066066|66060066060060|66066066066066|66066066060060|66066066066066|66060066060060|66066066066066|66060066060066|66066066066066|60066066060066|66066066066066|,63970213a57ed94f9f738d8014e41112,evaluation,1
bf32578f.json,|00000000|00000000|00000000|00011000|00111100|00011000|00000000|00000000|,81eff208233cc085a41da72f6032f413,evaluation,1
414297c0.json,|000000|024200|022000|000000|000000|000000|000220|000260|000002|022000|026000|000200|,c2576416495af794057723c95d49d252,evaluation,1
ea9794b1.json,|30330|33093|40030|33330|30090|,28fa37174efe9aa8c305114dd4247074,evaluation,1
319f2597.json,|45759231786902425127|91755127191700472958|91869476955500484785|42955282779600983392|19238431134600112646|14356111167300835629|77192469155802224212|29612948278200322477|42668921324500748521|32489895216802579185|13727352393202179857|16466559232400399966|86522321496909771593|00000000220000000000|00000000000000020020|28535671474400134447|78479578746800314197|45994557985800203704|16143654174700595499|29267899645800436395|,b6b549c100d0a8a4f4a23fc15cf369b4,evaluation,1
56dc2b01.json,|00000000002033800000|00000000002303800000|00000000002333800000|00000000002300800000|,87f90ecb7145ac3c828a04b119099272,training,1
10fcaaa3.json,|03000|00000|00000|00030|00000|,bcc4b8e2ca41f95242bf33b5a9b40a44,training,1
cf98881b.json,|14142999921199|44442199921119|11142199921191|14412139921999|,febe61b03634a1b4407fe3edc2727ceb,training,1
d19f7514.json,|4404|0404|0004|4404|4044|4400|,d421eae5432496ab5aeef6ff5a5d6b67,evaluation,1
1acc24af.json,|000000000000|000000000000|011100011100|010110010100|110011110111|000000000000|000000000000|000002000000|020022000020|022020022020|002020022020|000000000020|,219029fa10fb29d5fc44cd6065143d6a,evaluation,1
c9e6f938.json,|070070|007700|077770|,3aed671a6ecb2f109dcc46e9a9989b63,training,1
c658a4bd.json,|66666666|68888886|68444486|68422486|68422486|68444486|68888886|66666666|,a07f41c74db4f640cf3201f8f7897985,evaluation,1
bd14c3bf.json,|1111100000000000000|1010100011100002020|1111100010100002020|0000000011100002220|0000000000000002020|0222200000000000000|0000200000000000000|0000200111002222000|0222200101000002000|0000000111002222000|0000000101000000000|0000000111000000000|0000000000000000000|0000000000001111100|0111110011101000100|0101010010101111100|0101010011101000100|0111110000001111100|0000000000000000000|,ac8d716b8288e95c46ea10ea603cb701,evaluation,1
